"","ID","MonthlyIncome"
"166",1036,2626.36309850545
"167",1037,5571.14859955247
"168",1038,8163.86990153909
"169",1039,12427.5967932717
"170",1040,5814.16946670369
"171",1041,2653.23417411322
"172",1042,2856.23810717255
"173",1043,8981.08515193286
"174",1044,6122.84862035351
"175",1045,2810.26310543913
"176",1046,2423.35916544612
"177",1047,5764.98867178828
"178",1048,12418.3145513542
"179",1049,2948.18811063939
"180",1050,5617.12360128589
"181",1051,10232.3502640373
"182",1052,2745.18417758006
"183",1053,5676.24446150343
"184",1054,2856.23810717255
"185",1055,2856.23810717255
"186",1056,2653.23417411322
"187",1057,5719.01367005486
"188",1058,16211.2829601128
"189",1059,5075.75836129264
"190",1060,2856.23810717255
"191",1061,4865.59565159191
"192",1062,5856.93867525512
"193",1063,5998.06947363737
"194",1064,2491.3830617246
"195",1065,5860.14446843711
"196",1066,2607.2591723798
"197",1067,3499.88813144043
"198",1068,19473.6936952664
"199",1069,5525.17359781905
"200",1070,2537.35806345802
"201",1071,2583.33306519144
"202",1072,6040.8386821888
"203",1073,2445.40805999118
"204",1074,5768.19446497027
"205",1075,5571.14859955247
"206",1076,16487.1329705133
"207",1077,19151.8686831324
"208",1078,4524.66671333232
"209",1079,4727.67064639165
"210",1080,5141.44566199243
"211",1081,2948.18811063939
"212",1082,2764.28810370571
"213",1083,2399.43305825776
"214",1084,5984.92361515325
"215",1085,9128.95022243525
"216",1086,9440.83516926706
"217",1087,5571.14859955247
"218",1088,2856.23810717255
"219",1089,2856.23810717255
"220",1090,5571.14859955247
"221",1091,5617.12360128589
"222",1092,5984.92361515325
"223",1093,12473.5717950051
"224",1094,5617.12360128589
"225",1095,5584.29445803659
"226",1096,5810.9636735217
"227",1097,3361.96312624017
"228",1098,2790.55080647277
"229",1099,2745.18417758006
"230",1100,5902.91367698854
"231",1101,18921.9936744653
"232",1102,5663.09860301931
"233",1103,5892.97361168641
"234",1104,10130.4601952684
"235",1105,2948.18811063939
"236",1106,2948.18811063939
"237",1107,2994.16311237281
"238",1108,4661.98334569187
"239",1109,5617.12360128589
"240",1110,5571.14859955247
"241",1111,5998.06947363737
"242",1112,12510.264554821
"243",1113,12556.2395565544
"244",1114,6122.84862035351
"245",1115,9683.85603641828
"246",1116,2948.18811063939
"247",1117,6270.7136908559
"248",1118,4524.66671333232
"249",1119,9637.88103468486
"250",1120,2721.2580703917
"251",1121,9440.83516926706
"252",1122,16441.1579687799
"253",1123,4727.67064639165
"254",1124,16211.2829601128
"255",1125,2672.33810023887
"256",1126,2399.43305825776
"257",1127,2653.23417411322
"258",1128,4478.6917115989
"259",1129,16211.2829601128
"260",1130,2561.28417064638
"261",1131,12427.5967932717
"262",1132,16165.3079583793
"263",1133,5768.19446497027
"264",1134,2561.28417064638
"265",1135,2837.1341810469
"266",1136,2653.23417411322
"267",1137,3158.95919318084
"268",1138,5755.04860648615
"269",1139,9302.9101640668
"270",1140,15990.6901933632
"271",1141,5768.19446497027
"272",1142,5755.04860648615
"273",1143,9775.80603988512
"274",1144,5479.19859608563
"275",1145,4845.88335262555
"276",1146,5663.09860301931
"277",1147,4340.76670639864
"278",1148,2561.28417064638
"279",1149,2718.31310197229
"280",1150,5814.16946670369
"281",1151,2764.28810370571
"282",1152,5663.09860301931
"283",1153,5187.42066372585
"284",1154,2423.35916544612
"285",1155,6178.76368738906
"286",1156,12833.174420909
"287",1157,2583.33306519144
"288",1158,4957.54565505875
"289",1159,2764.28810370571
"290",1160,5764.98867178828
"291",1161,2856.23810717255
"292",1162,9128.95022243525
"293",1163,2883.10918278032
"294",1164,9220.90022590209
"295",1165,2948.18811063939
"296",1166,2469.33416717954
"297",1167,9178.13101735066
"298",1168,5571.14859955247
"299",1169,2856.23810717255
"300",1170,2948.18811063939
